Coluna;Microrregião
CNAE 2.0 Subclasse;41001:PARANAVAÍ;41002:UMUARAMA;41003:CIANORTE;41004:GOIOERÊ;41005:CAMPO MOURÃO;41006:ASTORGA;41007:PORECATU;41008:FLORAÍ;41009:MARINGÁ;41010:APUCARANA;41011:LONDRINA;41012:FAXINAL;41013:IVAIPORÃ;41014:ASSAÍ;41015:CORNÉLIO PROCÓPIO;41016:JACAREZINHO;41017:IBAITI;41018:WENCESLAU BRAZ;41019:TELÊMACO BORBA;41020:JAGUARIAÍVA;41021:PONTA GROSSA;41022:TOLEDO;41023:CASCAVEL-PR;41024:FOZ DO IGUAÇU;41025:CAPANEMA;41026:FRANCISCO BELTRÃO;41027:PATO BRANCO;41028:PITANGA;41029:GUARAPUAVA;41030:PALMAS;41031:PRUDENTÓPOLIS;41032:IRATI;41033:UNIÃO DA VITÓRIA;41034:SÃO MATEUS DO SUL;41035:CERRO AZUL;41036:LAPA;41037:CURITIBA;41038:PARANAGUÁ;41039:RIO NEGRO-PR;42001:SÃO MIGUEL DO OESTE;42002:CHAPECÓ;42003:XANXERÊ;42004:JOAÇABA;42005:CONCÓRDIA;42006:CANOINHAS;42007:SÃO BENTO DO SUL;42008:JOINVILLE;42009:CURITIBANOS;42010:CAMPOS DE LAGES;42011:RIO DO SUL;42012:BLUMENAU;42013:ITAJAÍ;42014:ITUPORANGA;42015:TIJUCAS;42016:FLORIANÓPOLIS;42017:TABULEIRO;42018:TUBARÃO;42019:CRICIÚMA;42020:ARARANGUÁ;43001:SANTA ROSA;43002:TRÊS PASSOS;43003:FREDERICO WESTPHALEN;43004:ERECHIM;43005:SANANDUVA;43006:CERRO LARGO;43007:SANTO ÂNGELO;43008:IJUÍ;43009:CARAZINHO;43010:PASSO FUNDO;43011:CRUZ ALTA;43012:NÃO-ME-TOQUE;43013:SOLEDADE;43014:GUAPORÉ;43015:VACARIA;43016:CAXIAS DO SUL;43017:SANTIAGO;43018:SANTA MARIA;43019:RESTINGA SECA;43020:SANTA CRUZ DO SUL;43021:LAJEADO-ESTRELA;43022:CACHOEIRA DO SUL;43023:MONTENEGRO;43024:GRAMADO-CANELA;43025:SÃO JERÔNIMO;43026:PORTO ALEGRE;43027:OSÓRIO;43028:CAMAQUÃ;43029:CAMPANHA OCIDENTAL;43030:CAMPANHA CENTRAL;43031:CAMPANHA MERIDIONAL;43032:SERRAS DE SUDESTE;43033:PELOTAS;43034:JAGUARÃO;43035:LITORAL LAGUNAR;Total
4681801:Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador re;0;24;149;1;0;19;0;0;71;0;52;0;0;0;0;0;0;0;0;0;2;11;89;7;0;72;0;0;27;0;0;0;0;23;0;0;786;171;0;0;19;0;10;6;0;0;74;0;69;0;35;118;12;0;69;0;14;7;0;0;0;0;0;0;4;0;28;0;55;14;0;0;0;0;82;0;48;0;0;11;0;0;3;0;454;31;1;0;0;5;0;0;18;30;2721
4681802:Comércio atacadista de combustíveis realizado por transportador retalhista (TRR);25;9;0;20;26;0;5;3;28;0;56;22;0;0;0;0;0;1;5;3;28;25;15;35;2;15;42;10;31;0;31;0;29;32;0;0;253;0;1;3;85;26;8;0;29;0;160;0;0;25;7;23;0;0;29;0;27;27;23;11;0;9;4;0;1;30;104;25;27;32;0;0;31;8;62;40;25;11;0;12;12;0;0;10;227;19;18;30;5;20;1;62;0;1;2061
4681803:Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante;24;0;0;0;0;3;5;0;15;5;2;0;0;0;2;0;0;5;3;0;0;9;14;24;0;0;6;0;15;15;7;2;15;0;0;0;23;0;2;0;12;0;5;0;1;0;2;0;0;0;13;3;0;0;35;1;8;0;0;1;0;2;0;0;0;1;2;0;2;1;0;0;2;0;3;0;11;0;0;8;2;48;0;0;14;5;19;0;0;0;0;0;0;0;397
4681804:Comércio atacadista de combustíveis de origem mineral em bruto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61
4681805:Comércio atacadista de lubrificantes;1;51;3;0;0;4;0;0;134;76;53;0;0;0;0;0;0;0;0;0;17;0;7;0;0;4;0;0;0;0;0;0;0;0;0;0;208;11;0;0;17;0;11;0;0;0;85;0;0;54;181;4;0;0;38;0;12;60;0;3;0;0;26;0;0;6;0;0;9;1;0;0;0;0;150;0;0;0;1;4;0;0;15;0;133;0;0;0;0;0;0;8;0;0;1387
4682600:Comércio atacadista de gás liqüefeito de petróleo (GLP);1;6;0;0;0;0;1;0;36;67;133;0;0;4;2;30;1;0;0;2;17;2;85;14;1;0;2;0;3;1;3;2;2;0;0;1;706;0;0;0;18;3;4;7;14;2;39;27;4;3;7;186;6;5;69;0;5;0;1;18;0;11;4;1;3;1;26;29;124;8;0;0;0;3;72;0;46;0;3;9;0;2;0;1;852;13;0;0;4;0;0;80;0;0;2832
4683400:Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;46;44;23;45;104;24;143;29;192;254;753;27;51;88;316;79;26;85;18;53;279;150;337;149;153;194;434;4;200;33;94;126;27;92;2;48;400;51;26;521;467;101;123;12;141;5;35;51;30;99;44;21;19;0;12;28;99;61;74;157;52;187;352;64;21;186;130;170;314;91;11;2;168;193;56;54;106;17;66;2;42;1;4;2;194;22;4;62;12;49;0;54;10;9;10006
4684201:Comércio atacadista de resinas e elastômeros;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;40;0;0;0;0;0;2;0;0;0;22;0;0;0;4;34;0;0;40;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;4;0;0;54;5;0;0;0;0;0;0;0;46;327
4684202:Comércio atacadista de solventes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;26;0;0;0;0;0;0;0;0;0;33
4684299:Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente;7;3;11;0;0;9;0;0;71;14;120;2;0;0;1;0;0;0;1;0;47;0;20;0;0;1;16;0;9;0;0;0;0;0;0;0;867;2;0;0;47;13;9;5;4;6;408;0;1;2;297;86;0;4;35;0;7;80;34;0;0;0;0;0;0;6;0;0;0;0;0;0;13;0;55;0;5;0;0;95;6;0;8;4;389;1;0;0;0;0;0;13;0;0;2834
4685100:Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;0;0;0;0;0;0;3;0;63;0;140;0;0;0;0;0;0;0;0;0;0;16;29;1;0;6;1;0;21;0;0;0;0;0;0;0;485;0;6;0;123;47;5;0;0;6;279;0;1;11;50;15;0;0;61;0;39;139;10;0;0;0;0;0;0;0;17;0;17;0;0;0;1;0;221;0;0;0;0;3;0;0;0;0;569;0;0;1;0;0;0;0;0;0;2386
4686901:Comércio atacadista de papel e papelão em bruto;0;1;2;0;0;0;0;0;12;18;31;0;0;0;1;0;0;0;0;0;27;0;0;0;0;1;47;0;4;2;0;0;1;0;0;0;207;44;0;0;0;0;1;0;0;6;13;0;6;0;96;6;0;0;20;0;0;19;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;3;0;0;19;0;8;0;0;0;0;0;0;0;610
4686902:Comércio atacadista de embalagens;7;21;9;1;2;34;0;0;79;38;128;0;11;7;7;15;0;0;0;4;38;35;116;59;7;17;1;0;5;0;1;0;2;0;0;19;732;8;1;12;28;5;22;2;5;86;150;0;10;24;245;367;3;9;91;0;53;58;12;4;14;0;0;3;0;20;28;2;21;0;0;0;12;7;80;0;27;0;22;24;9;13;1;11;544;11;5;5;2;9;4;24;4;3;3495
4687701:Comércio atacadista de resíduos de papel e papelão;21;40;8;0;4;0;0;0;27;5;122;0;7;0;0;0;0;0;0;18;60;42;32;45;2;39;17;0;34;0;10;0;0;0;0;1;507;9;8;3;48;7;4;0;9;16;82;7;34;67;140;130;1;2;94;4;98;26;6;16;13;2;34;0;0;0;12;27;5;0;52;0;96;9;118;0;17;0;14;48;1;0;33;0;549;0;2;25;0;4;0;11;1;0;2925
4687702:Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão;2;0;19;0;1;3;0;1;29;5;103;0;4;4;15;9;0;0;25;6;9;0;0;1;0;46;9;0;18;0;0;0;9;0;0;0;141;28;9;1;69;0;17;0;2;22;36;0;3;6;150;23;0;10;3;0;10;60;0;0;1;0;22;0;0;0;0;2;11;0;0;10;2;0;11;1;2;0;0;16;0;17;9;11;91;16;0;4;10;1;0;0;0;14;1159
4687703:Comércio atacadista de resíduos e sucatas metálicos;22;4;6;0;11;0;0;0;30;39;154;1;3;0;16;51;0;23;1;1;118;61;81;31;4;21;5;0;11;0;4;10;9;4;0;10;599;31;3;15;27;15;84;0;1;15;352;22;30;18;173;94;0;50;89;0;29;69;3;27;0;0;15;0;0;6;19;9;118;34;0;0;1;5;196;0;18;0;14;55;9;10;2;1;499;20;1;26;12;9;4;23;0;52;3635
4689301:Comércio atacadista de produtos da extração mineral, exceto combustíveis;0;0;0;0;0;0;0;0;0;8;3;0;0;0;0;0;0;0;0;0;4;33;0;36;0;0;0;0;0;0;0;0;0;0;0;0;159;16;5;0;0;0;0;0;0;0;70;0;0;0;0;7;0;0;5;0;6;7;11;0;0;33;0;0;0;13;0;0;11;32;0;5;1;1;24;0;3;0;0;10;9;0;0;8;83;2;0;1;1;0;0;0;0;0;607
4689302:Comércio atacadista de fios e fibras têxteis beneficiados;2;0;0;0;0;0;0;0;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;43;0;0;0;7;0;0;0;0;0;11;0;0;0;149;35;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;3;0;0;0;0;0;0;0;7;0;76;0;0;0;0;0;0;0;0;0;359
4689399:Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;7;14;8;0;6;26;0;0;501;140;66;0;0;0;2;0;0;0;0;0;38;24;11;41;19;40;66;0;73;0;0;5;2;0;0;0;1178;14;0;13;102;33;74;17;21;5;329;4;50;20;480;574;0;51;295;1;115;91;14;11;1;1;26;9;1;20;67;0;62;2;50;8;17;0;1686;0;1;0;15;45;0;47;54;4;1808;19;5;3;1;10;0;2;0;3;8548
4691500:Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;90;135;0;2;8;112;1;0;844;57;549;0;1;0;4;1;2;2;2;2;11;80;941;673;73;90;3;1;4;1;0;83;4;92;0;13;2247;354;87;4;9;0;14;0;55;0;179;34;17;156;124;1468;39;363;408;0;103;205;95;48;17;14;1;0;138;0;0;44;105;2;0;35;0;11;181;0;26;0;158;38;0;9;104;1;1644;43;1;60;58;1;9;27;0;54;12671
4692300:Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;130;171;83;1;74;75;72;134;69;70;179;0;22;88;41;0;3;11;1;1;16;641;36;688;1;43;65;17;68;20;5;0;1;1;0;0;83;0;6;42;29;58;68;9;11;0;3;7;70;23;51;63;15;0;0;10;54;6;18;61;9;32;177;9;8;2;19;18;25;56;106;0;40;0;31;0;6;0;13;42;3;2;4;0;36;33;6;92;7;13;4;19;4;0;4330
4693100:Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;9;6;9;0;0;13;0;0;421;170;497;0;4;4;0;1;0;0;2;0;2;2;161;20;2;1;0;21;353;1;0;1;7;0;0;0;520;37;0;54;360;0;2;1;4;34;119;0;64;8;150;682;3;1;464;0;182;459;29;45;11;98;9;4;0;197;0;69;36;0;0;0;1;0;57;0;102;0;28;15;664;6;532;0;872;14;1;2;0;0;2;81;0;0;7726
4711301:Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;6;235;0;0;134;8;2;0;999;84;2526;14;0;0;3;3;1;0;196;8;2002;308;491;493;9;17;85;0;211;0;0;4;4;39;0;192;9152;380;0;4;654;0;103;0;83;4;2298;0;504;87;1152;1831;0;352;2102;0;104;649;102;1;17;4;790;12;7;98;96;414;341;3;2;0;1;19;1030;0;857;0;289;267;4;4;76;0;16583;436;86;42;290;173;22;1134;3;631;51367
4711302:Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;1489;1528;905;689;1507;1106;428;62;5552;2292;6524;121;623;336;933;572;166;275;790;451;3522;3477;4492;3407;662;1662;1824;288;3039;582;1179;880;936;298;68;244;18875;2827;544;897;3652;1551;2352;984;1899;1368;5062;926;2226;1580;7960;7241;319;685;12326;26;4643;4434;1872;1458;869;790;880;273;343;1386;1951;472;2504;1771;428;353;566;960;6045;648;3018;537;2278;2082;937;1378;2268;877;21359;4313;911;3885;1671;1978;605;2463;234;2534;212183
4712100:Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;549;713;300;206;513;330;184;131;720;533;815;141;238;132;341;290;153;274;381;214;959;887;770;1218;146;399;192;128;418;226;166;150;199;151;113;47;7818;823;192;393;704;262;768;998;507;279;2421;314;598;379;967;1419;77;126;2479;102;962;528;440;263;385;486;336;174;133;431;378;364;737;303;55;175;239;426;1303;348;735;91;718;699;233;579;858;288;9650;1457;233;817;434;433;256;852;256;619;62627
4713001:Lojas de departamentos ou magazines;158;72;81;48;73;54;8;5;437;164;620;0;36;9;99;114;28;29;44;73;296;172;151;251;4;121;54;4;93;44;35;51;131;34;0;11;2747;75;38;61;166;37;180;45;167;42;1344;54;141;68;464;742;29;51;1436;0;283;235;100;23;1;18;81;7;0;18;32;33;139;22;0;0;9;72;767;6;269;1;389;65;67;218;145;21;4248;198;99;60;44;84;0;300;0;162;19707
4713002:Lojas de variedades, exceto lojas de departamentos ou magazines;39;57;4;23;23;25;0;4;129;32;110;0;6;6;24;26;2;10;1;34;20;64;48;54;23;44;77;2;25;25;8;3;62;16;1;1;300;30;3;26;75;31;26;19;14;33;322;49;49;66;303;153;4;28;213;2;66;56;9;59;88;40;11;3;16;29;71;48;95;83;6;14;18;17;136;27;80;6;74;83;27;73;78;20;715;98;13;43;33;9;18;53;10;30;5129
4713003:Lojas duty free de aeroportos internacionais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;139
4721102:Padaria e confeitaria com predominância de revenda;289;313;146;141;155;186;88;37;789;351;1056;49;67;46;144;122;92;150;78;113;433;455;529;696;72;242;222;15;370;93;64;88;133;53;12;59;6846;445;142;234;388;153;450;119;185;181;2041;125;382;262;950;1815;121;68;2657;83;820;397;246;78;100;124;220;34;30;140;154;113;332;72;10;14;82;145;892;119;359;35;387;218;55;209;331;96;4211;728;70;373;218;104;111;735;65;415;38437
4721103:Comércio varejista de laticínios e frios;8;18;0;0;25;12;15;3;61;1;62;2;28;0;13;10;1;6;0;1;71;11;23;55;21;37;3;53;22;0;3;7;0;0;0;0;375;25;0;5;42;25;10;4;7;3;43;7;6;5;1;64;0;1;98;1;34;22;2;4;0;0;2;0;0;0;2;2;7;0;1;5;1;6;104;0;13;0;0;1;0;1;69;0;103;12;10;36;11;8;0;58;1;11;1820
4721104:Comércio varejista de doces, balas, bombons e semelhantes;20;89;19;17;37;7;9;0;197;84;257;10;15;3;45;28;7;31;40;23;127;92;99;85;14;47;34;2;32;6;13;11;9;15;1;18;1093;29;2;6;18;9;19;12;20;6;189;8;34;36;100;177;3;6;192;0;44;56;13;34;7;7;14;3;1;11;37;6;70;13;6;1;5;5;76;7;74;4;29;52;10;9;447;7;651;78;4;62;18;28;1;76;2;33;5503
4722901:Comércio varejista de carnes - açougues;124;101;61;27;58;100;38;29;475;107;495;15;41;10;33;79;9;37;44;22;181;67;73;110;17;51;29;15;83;17;66;13;38;62;5;12;1231;55;16;25;55;14;14;19;61;53;77;7;54;34;38;183;28;12;226;12;91;22;18;19;9;7;33;3;14;31;39;14;37;34;4;17;27;19;124;17;79;0;98;55;36;30;77;14;1127;185;38;89;169;38;37;187;14;98;7908
4722902:Peixaria;2;9;0;0;5;0;2;0;42;6;24;0;0;0;9;0;0;0;1;0;2;32;0;5;1;12;2;0;2;0;0;14;1;0;0;0;79;46;0;0;1;0;0;3;4;0;88;1;0;12;28;123;0;106;208;0;58;22;10;3;0;4;5;0;0;0;2;0;13;2;1;0;0;0;2;0;0;0;5;2;1;0;0;0;124;40;0;7;1;1;2;13;1;25;1214
4723700:Comércio varejista de bebidas;54;50;19;21;107;47;21;34;312;120;352;11;8;10;81;61;11;26;64;13;228;148;250;144;46;130;101;11;68;9;87;51;33;71;2;6;1336;113;114;73;292;46;235;17;70;5;261;11;38;21;132;243;0;77;482;1;129;71;38;51;8;49;29;17;14;59;52;22;86;21;7;18;22;20;217;14;74;12;95;33;19;41;85;34;724;69;20;117;25;58;32;98;19;64;8937
4724500:Comércio varejista de hortifrutigranjeiros;51;21;48;0;34;16;5;4;102;41;146;2;6;4;0;25;8;22;24;12;57;16;94;198;24;84;59;0;103;10;11;2;25;6;7;6;1404;55;44;22;34;11;104;41;29;36;475;21;54;17;95;419;3;15;450;11;80;119;27;12;25;9;53;2;13;35;8;36;132;41;15;10;50;71;366;9;41;6;55;67;18;64;135;25;720;154;20;49;41;74;17;124;23;32;7391
4729601:Tabacaria;17;5;0;12;4;0;0;0;35;26;50;0;0;0;4;0;5;1;1;2;13;9;23;20;5;0;4;0;24;1;0;8;0;1;0;0;109;12;0;0;9;0;35;3;0;0;10;1;0;0;36;53;0;0;25;0;7;4;0;0;0;0;0;0;1;0;2;10;3;0;0;1;5;21;4;0;4;0;12;1;0;0;2;8;189;12;1;6;10;3;10;13;13;16;921
4729602:Comércio varejista de mercadorias em lojas de conveniência;37;29;13;0;2;7;14;0;18;9;81;0;1;0;12;1;0;0;0;0;2;36;3;7;0;0;18;0;8;0;0;0;0;0;0;18;263;8;35;0;0;0;0;1;0;0;7;0;7;0;5;20;0;18;11;0;44;24;0;0;2;2;0;0;1;2;2;1;7;3;0;0;4;0;1;0;6;0;0;10;12;0;0;0;46;6;0;6;0;15;0;14;0;0;899
4729699:Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;217;263;85;47;117;107;203;14;702;452;1689;76;66;29;149;133;27;100;112;34;360;224;488;474;20;237;165;10;377;21;46;52;257;27;7;29;4541;235;82;32;234;102;228;45;182;41;913;58;166;111;495;824;12;57;1097;2;286;256;96;54;46;63;115;33;8;43;96;82;307;75;7;26;26;44;603;93;211;4;124;89;79;87;254;65;2710;336;31;159;209;85;51;191;10;211;24138
4731800:Comércio varejista de combustíveis para veículos automotores;576;664;316;226;429;491;162;81;1286;534;1198;78;271;101;287;321;77;406;340;295;1250;1165;1252;976;273;500;477;110;757;158;229;217;266;179;27;107;6259;928;216;364;1133;370;993;372;529;319;2798;473;799;750;2195;2155;143;177;3092;58;1499;1014;859;542;315;399;479;145;166;507;645;471;1074;433;216;157;353;444;2379;275;1095;159;903;941;421;611;753;264;8323;1232;287;991;812;585;282;1491;155;965;72847
4732600:Comércio varejista de lubrificantes;41;33;9;3;0;11;2;0;85;49;115;5;9;1;8;6;15;6;22;1;7;16;55;23;0;10;8;0;17;6;4;3;49;0;0;0;315;1;44;5;5;11;34;0;5;2;49;1;42;6;4;47;0;7;104;4;30;30;1;17;7;3;4;1;0;6;15;0;14;0;0;0;0;0;56;0;9;0;2;14;0;4;7;3;82;23;25;17;6;0;0;20;0;15;1716
4741500:Comércio varejista de tintas e materiais para pintura;45;75;52;47;74;29;1;4;277;164;281;5;16;5;36;44;10;11;46;7;176;213;169;151;15;72;55;11;73;11;9;19;11;16;0;2;1001;53;10;37;117;19;95;52;42;32;932;13;63;66;243;203;14;38;320;0;174;149;34;108;66;38;94;19;14;74;63;82;131;36;6;23;29;29;333;32;140;1;123;133;31;54;97;3;798;80;75;97;55;35;2;138;0;44;9022
4742300:Comércio varejista de material elétrico;183;120;87;24;84;27;9;0;466;95;498;20;7;0;209;62;0;30;29;17;257;154;349;214;37;133;120;1;134;36;11;6;14;30;0;11;1388;54;22;106;291;46;142;123;107;32;492;49;83;95;294;358;8;38;313;1;287;205;104;81;25;71;83;12;23;25;90;61;240;31;3;13;53;33;505;22;92;14;105;127;47;73;141;8;1185;90;22;157;15;41;2;146;7;87;11842
4743100:Comércio varejista de vidros;72;69;45;20;37;42;15;1;269;67;214;5;4;7;47;31;10;32;36;16;98;121;182;221;37;77;57;20;134;24;20;18;45;7;8;5;1067;63;6;49;141;46;66;70;102;8;179;95;62;54;318;296;35;103;658;4;140;87;73;56;20;13;129;10;3;73;40;29;68;24;5;5;33;22;141;32;58;10;146;186;13;49;83;10;552;252;23;77;20;30;4;75;17;33;8176
4744001:Comércio varejista de ferragens e ferramentas;151;153;112;35;97;68;8;3;580;191;584;4;29;24;53;51;17;50;37;33;543;201;215;325;17;134;164;5;159;92;60;40;47;26;0;19;3828;141;14;124;343;117;209;86;104;97;723;44;165;84;373;496;11;23;676;5;247;293;113;53;177;96;119;17;45;141;128;26;184;69;48;28;39;80;647;83;269;14;153;324;72;62;292;237;2090;313;111;906;163;75;45;513;28;321;20611
4744002:Comércio varejista de madeira e artefatos;120;74;35;28;105;70;12;5;221;104;231;5;42;10;55;50;4;20;142;144;230;183;240;93;9;73;67;22;115;52;126;37;49;42;0;18;1195;176;171;43;112;71;49;17;124;107;308;34;153;77;155;340;1;35;581;26;351;85;140;10;23;22;15;1;4;23;40;14;73;10;1;6;7;76;111;19;178;11;149;84;42;56;62;37;425;113;2;69;56;40;13;90;0;88;9154
4744003:Comércio varejista de materiais hidráulicos;19;8;13;1;10;1;9;0;82;0;52;0;0;0;4;14;0;3;6;48;20;44;44;14;9;5;1;0;8;7;1;4;0;0;0;0;298;15;0;5;6;2;22;9;11;1;117;6;1;3;39;76;0;8;6;0;12;39;5;4;4;9;3;0;0;2;7;5;25;13;2;0;1;1;39;2;18;0;43;14;5;4;9;0;165;12;3;6;0;0;0;8;0;6;1518
4744004:Comércio varejista de cal, areia, pedra britada, tijolos e telhas;8;28;15;12;12;6;21;0;29;21;21;0;20;10;23;3;0;6;33;7;36;103;18;13;7;52;17;1;0;0;9;0;3;7;0;4;386;78;2;1;8;0;17;0;7;9;24;1;21;5;75;55;2;18;17;0;27;13;2;15;9;10;1;0;1;3;30;0;30;9;1;0;7;1;21;12;36;2;16;13;10;7;0;6;95;37;6;4;3;27;12;32;4;35;1808
4744005:Comércio varejista de materiais de construção não especificados anteriormente;211;375;169;116;220;224;105;8;903;321;980;38;309;16;186;208;64;109;131;80;367;596;596;422;114;281;192;94;362;72;98;65;114;86;36;26;3412;457;66;117;538;97;302;81;337;185;1356;81;262;159;1007;816;71;170;1093;11;546;671;257;164;115;154;120;38;8;134;169;159;260;91;43;25;92;51;838;74;208;35;287;352;59;193;421;89;3237;933;105;238;148;66;56;351;43;254;29996
4744006:Comércio varejista de pedras para revestimento;5;10;0;5;0;0;0;0;27;0;8;0;4;0;0;0;0;0;1;0;3;17;0;8;0;0;0;0;0;0;0;0;0;0;0;0;17;2;0;0;11;0;0;0;1;0;0;0;0;6;0;20;0;0;26;0;4;4;0;3;0;0;4;4;2;9;0;0;0;1;0;0;1;0;2;2;0;0;0;0;0;0;4;0;41;8;4;3;0;2;0;2;0;0;271
4744099:Comércio varejista de materiais de construção em geral;350;438;156;162;295;305;79;51;469;335;968;55;184;80;238;126;135;226;236;115;833;840;951;1079;214;445;283;83;638;149;209;142;144;77;93;63;5101;711;138;276;684;197;580;203;248;54;1357;151;287;429;948;1334;78;208;3592;27;846;512;384;158;189;234;489;92;29;293;591;210;574;327;63;70;222;206;493;93;560;78;391;470;201;340;388;152;5227;1181;148;336;271;175;125;600;113;263;44943
4751201:Comércio varejista especializado de equipamentos e suprimentos de informática;66;92;46;18;38;36;12;1;575;112;416;1;59;16;49;57;3;13;36;22;135;361;187;81;41;159;49;7;162;7;18;29;56;13;6;6;1983;68;17;61;244;50;200;367;80;34;673;19;141;128;395;396;14;45;732;5;272;277;107;85;82;65;62;32;11;85;91;98;338;66;14;18;88;82;353;36;224;11;120;102;20;75;133;18;2329;180;37;107;22;45;29;189;6;42;14588
4751202:Recarga de cartuchos para equipamentos de informática;0;1;0;0;4;0;0;0;1;7;6;0;1;0;0;0;0;0;0;0;3;0;9;0;0;0;3;0;1;0;0;0;0;0;0;0;14;1;1;0;0;0;1;0;0;0;2;0;1;1;12;3;6;3;4;0;0;2;0;5;0;1;22;0;0;1;4;0;3;0;0;0;16;0;8;2;11;0;5;70;8;1;1;1;19;1;0;0;6;0;2;2;0;13;289
4752100:Comércio varejista especializado de equipamentos de telefonia e comunicação;96;143;68;16;128;53;14;3;449;87;379;5;19;4;39;40;13;10;27;16;159;119;224;163;11;60;91;7;176;54;20;83;36;3;8;8;2130;38;4;45;238;55;73;44;54;44;629;51;95;104;447;424;15;19;665;1;157;170;45;69;19;36;92;28;15;92;73;80;149;76;10;8;31;43;315;24;120;8;84;144;27;31;97;18;1814;280;35;112;58;30;13;198;13;68;12688
4753900:Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;195;614;82;52;136;151;27;7;561;431;904;9;41;22;114;71;14;14;60;19;300;405;349;329;104;350;160;30;215;69;33;33;137;41;9;32;3093;325;25;129;527;106;284;135;112;47;526;204;310;161;793;770;51;20;953;17;426;467;256;367;207;119;252;80;83;285;218;221;580;209;61;68;188;318;1632;161;612;100;490;1027;155;479;525;187;5167;614;96;554;318;520;177;500;130;387;32944
4754701:Comércio varejista de móveis;420;527;252;292;426;266;118;28;753;693;1033;67;224;124;228;170;207;214;244;175;851;621;868;655;148;460;340;91;572;162;297;132;185;76;41;68;4448;306;121;360;855;321;532;354;341;492;1641;387;385;405;1008;1661;72;159;2258;21;683;615;418;157;146;219;259;82;24;136;213;278;516;179;58;95;159;111;898;88;340;48;783;426;163;300;1468;218;4635;781;224;220;243;133;113;504;42;222;44352
4754702:Comércio varejista de artigos de colchoaria;7;28;6;1;1;2;0;7;86;27;68;1;1;0;0;2;0;7;5;0;35;38;47;59;0;12;8;1;11;4;1;2;13;5;0;3;262;10;1;2;30;11;18;11;8;34;76;1;22;7;70;75;1;4;144;0;22;32;12;14;6;8;24;1;1;12;6;16;13;10;0;0;6;4;61;4;20;1;34;18;2;8;12;2;289;42;6;14;7;7;1;22;2;21;2035
4754703:Comércio varejista de artigos de iluminação;16;0;15;0;3;0;21;0;42;1;42;0;0;0;0;0;0;0;0;0;20;21;32;20;0;12;2;0;15;0;5;0;0;0;0;0;197;0;0;1;6;0;11;4;7;3;37;8;26;2;49;88;0;5;42;0;40;15;9;1;8;1;17;8;0;2;1;2;3;8;0;1;3;4;71;14;22;0;33;7;0;2;12;7;257;19;0;5;0;2;0;22;0;11;1360
